medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
2013005185,2013005182,VTS,1,,1/1/2013 0:17,1/1/2013 0:24,1,420,1.6,-73.984192,40.729176,-74.001831,40.719521
2013000028,2013000028,VTS,1,,1/1/2013 0:17,1/1/2013 0:20,2,180,0.48,-74.004173,40.72086,-74.00428,40.726322
2013002547,2013002544,VTS,1,,1/1/2013 0:17,1/1/2013 0:25,1,480,0.96,-74.000969,40.736366,-73.987572,40.732666
2013005186,2013005183,VTS,1,,1/1/2013 0:17,1/1/2013 0:28,5,660,2.77,-73.940872,40.700146,-73.981773,40.698357
2013005187,2013005184,VTS,1,,1/1/2013 0:17,1/1/2013 0:35,6,1080,5.97,-73.993713,40.702675,-73.986816,40.742512
2013005188,2013005185,VTS,5,,1/1/2013 0:17,1/1/2013 0:31,2,840,4.83,-73.986443,40.721992,-74.029137,40.746071
2013005189,2013005186,VTS,1,,1/1/2013 0:17,1/1/2013 0:45,2,1680,10.89,-73.874451,40.774033,-73.991264,40.739151
2013005190,2013005187,VTS,1,,1/1/2013 0:17,1/1/2013 0:34,6,1020,2.18,-73.989655,40.744873,-73.975143,40.729202
2013005191,2013005188,VTS,1,,1/1/2013 0:17,1/1/2013 0:38,2,1260,1.7,-73.979973,40.754986,-73.991943,40.759872
2013005192,2013005189,VTS,1,,1/1/2013 0:17,1/1/2013 0:27,1,600,2.24,-73.937157,40.804283,-73.966103,40.805122
2013005193,2013005190,VTS,1,,1/1/2013 0:17,1/1/2013 0:31,1,840,3.93,-73.981552,40.752827,-73.936607,40.759769
2013000149,2013000149,VTS,1,,1/1/2013 0:17,1/1/2013 0:38,1,1260,2.24,-73.995476,40.759617,-73.977844,40.757187
2013001483,2013001480,VTS,1,,1/1/2013 0:17,1/1/2013 0:21,2,240,1.18,-73.95266,40.772205,-73.949104,40.785187
2013005194,2013005191,VTS,1,,1/1/2013 0:17,1/1/2013 0:37,1,1200,4.2,-73.993568,40.764626,-73.994034,40.721062
2013001814,2013001811,VTS,1,,1/1/2013 0:17,1/1/2013 0:37,1,1200,4.35,-73.978706,40.756577,-74.013512,40.705326
2013005195,2013005192,VTS,1,,1/1/2013 0:17,1/1/2013 0:31,6,840,3.17,-73.961075,40.760841,-73.994278,40.732243
2013001149,2013001146,VTS,1,,1/1/2013 0:17,1/1/2013 0:19,3,120,0.39,-73.987793,40.732506,-73.985909,40.735126
2013005196,2013005193,VTS,1,,1/1/2013 0:17,1/1/2013 0:26,2,540,4.31,-73.986359,40.726154,-73.950073,40.77972
2013005197,2013005194,VTS,1,,1/1/2013 0:17,1/1/2013 0:22,1,300,1.84,-73.968094,40.755493,-73.950981,40.774658
2013005198,2013005195,VTS,1,,1/1/2013 0:17,1/1/2013 0:36,5,1140,2.96,-73.99865,40.754444,-73.962036,40.764622
2013005199,2013005196,VTS,1,,1/1/2013 0:17,1/1/2013 0:22,1,300,0.73,-73.933876,40.846684,-73.934097,40.85099
2013005200,2013005197,VTS,1,,1/1/2013 0:17,1/1/2013 0:36,5,1140,4.27,-73.953339,40.780006,-73.994789,40.745312
2013005201,2013005198,VTS,1,,1/1/2013 0:17,1/1/2013 0:30,5,780,2.46,-74.004677,40.742001,-73.974373,40.747437
2013005202,2013005199,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,2,720,2.41,-73.988884,40.739746,-74.010208,40.719864
2013005203,2013005200,VTS,1,,1/1/2013 0:17,1/1/2013 0:26,1,540,1.93,-73.981743,40.752457,-73.984604,40.732761
2013005204,2013005201,VTS,1,,1/1/2013 0:17,1/1/2013 0:22,1,300,0.6,-73.981857,40.752422,-73.987328,40.745506
2013005205,2013005202,VTS,1,,1/1/2013 0:17,1/1/2013 0:24,1,420,1.46,-73.974937,40.777683,-73.963875,40.792751
2013005206,2013005203,VTS,1,,1/1/2013 0:17,1/1/2013 0:33,1,960,7.68,-73.996353,40.73233,-73.896629,40.743057
2013002193,2013002190,VTS,1,,1/1/2013 0:17,1/1/2013 0:33,5,960,3.08,-74.014099,40.702549,-73.994179,40.735462
2013005207,2013005204,VTS,1,,1/1/2013 0:17,1/1/2013 0:38,2,1260,10.63,-73.982368,40.731251,-73.971596,40.629837
2013005208,2013005205,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,1,720,2.8,-73.980736,40.778282,-73.957161,40.780113
2013005209,2013005206,VTS,1,,1/1/2013 0:17,1/1/2013 0:27,5,600,2.31,-73.997238,40.725739,-73.979324,40.736416
2013005210,2013005207,VTS,1,,1/1/2013 0:17,1/1/2013 0:36,1,1140,4.46,-73.956772,40.770988,-74.00103,40.729092
2013005211,2013005208,VTS,1,,1/1/2013 0:17,1/1/2013 0:31,1,840,3.15,-73.975021,40.790352,-73.958717,40.760086
2013005212,2013005209,VTS,1,,1/1/2013 0:17,1/1/2013 0:23,3,360,1.2,-73.964233,40.807747,-73.953079,40.809513
2013005213,2013005210,VTS,1,,1/1/2013 0:17,1/1/2013 0:25,5,480,1.91,-73.979019,40.750217,-73.962181,40.773483
2013002200,2013002197,VTS,1,,1/1/2013 0:17,1/1/2013 0:25,1,480,2.53,-73.957458,40.770138,-73.981964,40.743256
2013005214,2013005211,VTS,1,,1/1/2013 0:17,1/1/2013 0:24,2,420,1.23,-73.96965,40.769123,-73.971588,40.75621
2013005215,2013005212,VTS,1,,1/1/2013 0:17,1/1/2013 0:33,1,960,3.94,-73.982346,40.751186,-74.015297,40.709877
2013002962,2013002959,VTS,1,,1/1/2013 0:17,1/1/2013 0:30,1,780,3.49,-73.950439,40.786598,-73.98848,40.764267
2013005216,2013005213,VTS,1,,1/1/2013 0:17,1/1/2013 0:24,3,420,1.17,-73.974495,40.761723,-73.977158,40.749836
2013005217,2013005214,VTS,1,,1/1/2013 0:17,1/1/2013 0:36,5,1140,3.18,-73.986092,40.763962,-74.005646,40.737999
2013001496,2013001493,VTS,1,,1/1/2013 0:17,1/1/2013 0:19,1,120,0.65,-73.952888,40.776653,-73.947044,40.776096
2013005218,2013005215,VTS,1,,1/1/2013 0:17,1/1/2013 0:24,1,420,1.48,-73.987282,40.735909,-73.980286,40.74868
2013005219,2013005216,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,3,720,2.23,-73.989586,40.720509,-73.987823,40.744137
2013005220,2013005217,VTS,1,,1/1/2013 0:17,1/1/2013 0:20,3,180,0.77,-73.966217,40.80521,-73.971207,40.795631
2013002202,2013002199,VTS,1,,1/1/2013 0:17,1/1/2013 0:35,5,1080,4.12,-73.994926,40.734364,-73.977303,40.776821
2013005221,2013005218,VTS,1,,1/1/2013 0:17,1/1/2013 0:38,5,1260,6.15,-73.983604,40.676746,-73.933189,40.70969
2013005222,2013005219,VTS,2,,1/1/2013 0:17,1/1/2013 0:38,2,1260,16.87,-73.781746,40.644772,-73.974792,40.747665
2013001508,2013001505,VTS,1,,1/1/2013 0:17,1/1/2013 0:35,5,1080,3.89,-73.962471,40.756493,-74.00135,40.762077
2013005223,2013005220,VTS,1,,1/1/2013 0:17,1/1/2013 0:28,1,660,3.66,-73.988098,40.734604,-73.954323,40.770111
2013005224,2013005221,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,1,720,1.96,-73.997406,40.721085,-73.984276,40.745987
2013002978,2013002975,VTS,1,,1/1/2013 0:17,1/1/2013 0:36,1,1140,4.06,-73.978561,40.741188,-73.993088,40.762886
2013005225,2013005222,VTS,1,,1/1/2013 0:17,1/1/2013 0:38,6,1260,4.93,-74.002983,40.733276,-73.953209,40.776852
2013000876,2013000873,VTS,1,,1/1/2013 0:17,1/1/2013 0:38,1,1260,5.83,-74.002609,40.734055,-73.961205,40.66132
2013005226,2013005223,VTS,1,,1/1/2013 0:17,1/1/2013 0:24,3,420,1.04,-73.978088,40.737549,-73.98365,40.747211
2013005227,2013005224,VTS,1,,1/1/2013 0:17,1/1/2013 0:19,1,120,0.56,-73.953247,40.771709,-73.958115,40.768719
2013005228,2013005225,VTS,1,,1/1/2013 0:17,1/1/2013 0:38,6,1260,2.63,-73.991852,40.749832,-73.96373,40.764503
2013002594,2013002591,VTS,1,,1/1/2013 0:17,1/1/2013 0:39,1,1320,4.29,-73.97538,40.749458,-74.001976,40.743576
2013001846,2013001843,VTS,1,,1/1/2013 0:17,1/1/2013 0:39,2,1320,2.51,-73.982208,40.771141,-73.996254,40.743496
2013005229,2013005226,VTS,1,,1/1/2013 0:17,1/1/2013 0:23,2,360,1.42,-73.9534,40.785591,-73.956352,40.771591
2013005230,2013005227,VTS,1,,1/1/2013 0:17,1/1/2013 0:19,3,120,0.53,-73.937462,40.701653,-73.93972,40.707096
2013001524,2013001521,VTS,1,,1/1/2013 0:17,1/1/2013 0:20,2,180,0.84,-73.982071,40.771862,-73.981537,40.778473
2013001849,2013001846,VTS,1,,1/1/2013 0:17,1/1/2013 0:24,5,420,1.34,-73.976685,40.726982,-73.991577,40.735256
2013005231,2013005228,VTS,1,,1/1/2013 0:17,1/1/2013 0:30,1,780,2.34,-73.999825,40.728447,-73.977463,40.750641
2013000289,2013000289,VTS,1,,1/1/2013 0:17,1/1/2013 0:36,1,1140,2.64,-73.991096,40.719563,-73.992958,40.747704
2013005232,2013005229,VTS,1,,1/1/2013 0:17,1/1/2013 0:31,5,840,2.1,-73.954285,40.774437,-73.9776,40.758472
2013005233,2013005230,VTS,1,,1/1/2013 0:17,1/1/2013 0:26,5,540,1.9,-73.945976,40.775906,-73.97541,40.78957
2013001853,2013001850,VTS,1,,1/1/2013 0:17,1/1/2013 0:17,1,0,0.07,-73.995895,40.744148,-73.984932,40.728096
2013005234,2013005231,VTS,1,,1/1/2013 0:17,1/1/2013 0:22,5,300,1.04,-73.972931,40.764618,-73.961807,40.768066
2013005235,2013005232,VTS,1,,1/1/2013 0:17,1/1/2013 0:33,1,960,4.08,-73.991783,40.750011,-73.989235,40.714176
2013000652,2013000649,VTS,1,,1/1/2013 0:17,1/1/2013 0:23,1,360,0.85,-73.994019,40.720547,-74.002449,40.719929
2013004168,2013004165,VTS,1,,1/1/2013 0:17,1/1/2013 0:31,1,840,6.49,-73.986145,40.722301,-73.94696,40.780315
2013005236,2013005233,VTS,1,,1/1/2013 0:17,1/1/2013 0:22,1,300,0.73,-73.997765,40.750751,-73.994339,40.745926
2013005237,2013005234,VTS,1,,1/1/2013 0:17,1/1/2013 0:43,2,1560,9.15,-73.988487,40.73772,-73.944656,40.826794
2013005238,2013005235,VTS,1,,1/1/2013 0:17,1/1/2013 0:21,1,240,0.42,-73.984894,40.749477,-73.99128,40.750214
2013002612,2013002609,VTS,1,,1/1/2013 0:17,1/1/2013 0:25,6,480,1.28,-74.008987,40.7127,-74.016472,40.70977
2013005239,2013005236,VTS,1,,1/1/2013 0:17,1/1/2013 0:30,1,780,2.99,-73.993393,40.741947,-73.963753,40.765411
2013005240,2013005237,VTS,1,,1/1/2013 0:17,1/1/2013 0:28,1,660,2.48,-73.979561,40.752438,-73.95385,40.7728
2013005241,2013005238,VTS,1,,1/1/2013 0:17,1/1/2013 0:24,1,420,1.84,-73.999039,40.761131,-73.980743,40.774857
2013005242,2013005239,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,5,720,3.51,-73.981606,40.748894,-73.988525,40.718071
2013005243,2013005240,VTS,1,,1/1/2013 0:17,1/1/2013 0:30,1,780,3.07,-74.004364,40.747768,-74.005684,40.715057
2013005244,2013005241,VTS,1,,1/1/2013 0:17,1/1/2013 0:19,2,120,0.58,-73.95446,40.77803,-73.953651,40.775272
2013005245,2013005242,VTS,1,,1/1/2013 0:17,1/1/2013 0:21,1,240,0.09,-73.970146,40.759727,-73.971893,40.750328
2013005246,2013005243,VTS,1,,1/1/2013 0:17,1/1/2013 0:22,2,300,0.91,-73.976044,40.760212,-73.971237,40.764038
2013005247,2013005244,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,1,720,3.6,-73.98275,40.739407,-73.946899,40.772549
2013000051,2013000051,VTS,1,,1/1/2013 0:17,1/1/2013 0:26,1,540,2.13,-73.949043,40.797226,-73.956261,40.818367
2013005248,2013005245,VTS,1,,1/1/2013 0:17,1/1/2013 0:30,1,780,1.57,-73.979713,40.75211,-73.994507,40.738777
2013003005,2013003002,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,1,720,2.47,-73.9739,40.748146,-73.979088,40.772018
2013005249,2013005246,VTS,1,,1/1/2013 0:17,1/1/2013 0:42,1,1500,8.94,-73.994087,40.741096,-73.937195,40.836159
2013000659,2013000656,VTS,1,,1/1/2013 0:17,1/1/2013 0:31,1,840,4.37,-73.947327,40.771858,-73.978249,40.729214
2013005250,2013005247,VTS,1,,1/1/2013 0:17,1/1/2013 0:23,1,360,0.59,-73.985298,40.731987,-73.98999,40.736938
2013000662,2013000659,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,1,720,3.1,-73.997551,40.720867,-73.993423,40.727982
2013004186,2013004183,VTS,1,,1/1/2013 0:17,1/1/2013 0:33,1,960,2.08,-73.982185,40.768517,-73.974823,40.755814
2013001538,2013001535,VTS,1,,1/1/2013 0:17,1/1/2013 0:30,2,780,5.41,-73.966454,40.793358,-73.938263,40.85355
2013005251,2013005248,VTS,1,,1/1/2013 0:17,1/1/2013 0:41,5,1440,9.19,-73.972687,40.793255,-73.883018,40.742947
2013005252,2013005249,VTS,1,,1/1/2013 0:17,1/1/2013 0:28,1,660,3.24,-73.984009,40.737614,-73.955307,40.777096
2013002239,2013002236,VTS,1,,1/1/2013 0:17,1/1/2013 0:21,4,240,1.23,-74.00396,40.748127,-73.993515,40.762283
2013005253,2013005250,VTS,1,,1/1/2013 0:17,1/1/2013 0:20,1,180,1.2,-73.963295,40.716774,-73.952858,40.722366
2013005254,2013005251,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,3,720,1.92,-74.004189,40.747856,-73.97908,40.750202
2013001542,2013001539,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,5,720,2.37,-73.95813,40.769257,-73.989075,40.763313
2013005255,2013005252,VTS,1,,1/1/2013 0:17,1/1/2013 0:53,1,2160,3,-73.997444,40.765488,-73.976837,40.756199
2013001545,2013001542,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,1,720,2.5,-74.001106,40.751945,-73.989937,40.771458
2013005256,2013005253,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,2,720,2.4,-73.999649,40.728508,-73.977379,40.752144
2013005257,2013005254,VTS,1,,1/1/2013 0:17,1/1/2013 0:29,1,720,2.68,-74.001343,40.747372,-73.994019,40.720623
2013003808,2013003805,VTS,1,,1/1/2013 0:17,1/1/2013 0:25,6,480,2.14,-73.981522,40.667004,-73.963371,40.651363
2013002242,2013002239,VTS,1,,1/1/2013 0:17,1/1/2013 0:51,1,2040,4.98,-73.966873,40.793762,-73.993675,40.735775
2013005258,2013005255,VTS,1,,1/1/2013 0:17,1/1/2013 0:19,1,120,0.06,-73.960022,40.770683,-73.95752,40.776161
2013003419,2013003415,VTS,1,,1/1/2013 0:17,1/1/2013 0:24,1,420,0.9,-73.989426,40.739773,-73.990578,40.748562
2013002243,2013002240,VTS,1,,1/1/2013 0:17,1/1/2013 0:35,1,1080,4.52,-73.981506,40.778492,-73.939995,40.806686
2013000304,2013000304,VTS,1,,1/1/2013 0:17,1/1/2013 0:26,1,540,2.2,-73.975517,40.745331,-73.995888,40.72097
2013005259,2013005256,VTS,1,,1/1/2013 0:17,1/1/2013 0:27,1,600,1.57,-73.971634,40.764465,-73.959358,40.780071
2013005260,2013005257,VTS,1,,1/1/2013 0:17,1/1/2013 0:40,1,1380,6.21,-73.989059,40.750278,-73.906853,40.753304
2013005261,2013005258,VTS,1,,1/1/2013 0:17,1/1/2013 0:33,2,960,7.32,-73.959908,40.766586,-73.988564,40.70248
2013003030,2013003027,VTS,1,,1/1/2013 0:17,1/1/2013 0:25,1,480,1.12,-74.010277,40.72982,-74.010284,40.719749
2013002248,2013002245,VTS,1,,1/1/2013 0:17,1/1/2013 0:32,1,900,5.91,-73.992592,40.763538,-73.943527,40.806072
2013005262,2013005259,VTS,1,,1/1/2013 0:17,1/1/2013 0:36,6,1140,3.88,-74.007729,40.715103,-73.969345,40.757931
2013005263,2013005260,VTS,1,,1/1/2013 0:17,1/1/2013 0:28,1,660,1.94,-74.000938,40.725712,-73.989273,40.747868
2013002250,2013002247,VTS,1,,1/1/2013 0:17,1/1/2013 0:19,1,120,0.49,-73.997681,40.756596,-73.994972,40.760376
2013000471,2013000469,VTS,1,,1/1/2013 0:17,1/1/2013 0:30,1,780,1.54,-73.955147,40.768906,-73.974373,40.783195
2013005264,2013005261,VTS,1,,1/1/2013 0:17,1/1/2013 0:38,1,1260,5.64,-73.990997,40.734173,-73.938873,40.799633
2013000308,2013000308,VTS,1,,1/1/2013 0:17,1/1/2013 0:22,3,300,1.45,-73.981728,40.778503,-73.970276,40.796661
2013005265,2013005262,VTS,1,,1/1/2013 0:17,1/1/2013 0:27,1,600,1.78,-73.976768,40.764458,-73.979286,40.747044
2013005266,2013005263,CMT,1,N,1/1/2013 0:17,1/1/2013 0:49,2,1945,5.8,-73.97052,40.793758,-73.993652,40.730434
2013005267,2013005264,CMT,1,N,1/1/2013 0:17,1/1/2013 0:36,1,1139,5.1,-73.993958,40.761318,-73.942955,40.814949
2013005268,2013005265,CMT,1,N,1/1/2013 0:17,1/1/2013 0:39,4,1351,1.7,-73.979568,40.75872,-73.993614,40.745876
2013002402,2013002399,CMT,1,N,1/1/2013 0:17,1/1/2013 0:28,1,716,2,-73.991753,40.722599,-73.982826,40.744831
2013005269,2013005266,CMT,1,N,1/1/2013 0:17,1/1/2013 0:26,2,544,1.7,-73.976692,40.780777,-73.988548,40.764275
2013005270,2013005267,CMT,1,N,1/1/2013 0:17,1/1/2013 0:27,1,602,2.1,-73.991104,40.737396,-73.992271,40.715908
2013002395,2013002392,CMT,1,N,1/1/2013 0:17,1/1/2013 0:27,1,650,1.2,-73.996437,40.758247,-74.003746,40.743267
2013005271,2013005268,CMT,1,N,1/1/2013 0:17,1/1/2013 0:20,2,230,0.5,-73.975487,40.760235,-73.973007,40.755859
2013002034,2013002031,CMT,1,N,1/1/2013 0:17,1/1/2013 0:33,1,955,5.6,-73.945549,40.711563,-74.005348,40.720516
2013005272,2013005269,CMT,1,N,1/1/2013 0:17,1/1/2013 0:40,1,1429,6.1,-73.990639,40.762615,-73.993736,40.695995
2013005273,2013005270,CMT,1,N,1/1/2013 0:17,1/1/2013 0:33,1,986,3.3,-73.977875,40.757942,-73.93721,40.754932
2013001997,2013001994,CMT,1,N,1/1/2013 0:17,1/1/2013 0:23,1,361,1.5,-73.944313,40.79311,-73.952438,40.777122
2013005274,2013005271,CMT,1,N,1/1/2013 0:17,1/1/2013 0:29,1,723,4.3,-73.98719,40.733414,-73.949356,40.776749
2013005275,2013005272,CMT,1,N,1/1/2013 0:17,1/1/2013 0:25,2,480,0.9,-73.995178,40.73999,-74.006805,40.735867
2013005276,2013005273,CMT,5,N,1/1/2013 0:17,1/1/2013 0:53,5,2207,25.7,-73.78186,40.644707,-73.978424,40.845776
2013005277,2013005274,CMT,1,N,1/1/2013 0:17,1/1/2013 0:37,2,1237,7.4,-74.010323,40.718933,-73.955666,40.80127
2013005278,2013005275,CMT,1,N,1/1/2013 0:17,1/1/2013 0:29,1,754,3.9,-73.9907,40.724144,-73.950813,40.686272
2013002072,2013002069,CMT,1,N,1/1/2013 0:17,1/1/2013 0:24,1,415,1.5,-73.989586,40.717819,-74.004333,40.73053
2013005279,2013005276,CMT,1,N,1/1/2013 0:17,1/1/2013 0:27,1,625,1.7,-73.97094,40.756023,-73.987541,40.770672
2013001241,2013001238,CMT,1,N,1/1/2013 0:17,1/1/2013 0:26,2,536,1.2,-73.992325,40.724178,-73.982262,40.739986
2013004310,2013004307,CMT,1,N,1/1/2013 0:17,1/1/2013 0:23,1,391,1.6,-73.998833,40.760303,-74.005219,40.740654
2013005280,2013005277,CMT,1,N,1/1/2013 0:17,1/1/2013 0:19,2,117,0.2,-73.991371,40.729782,-73.989876,40.732342
2013005281,2013005278,CMT,1,N,1/1/2013 0:17,1/1/2013 0:32,2,945,3.3,-73.953377,40.775517,-73.987839,40.743671
2013005282,2013005279,CMT,1,N,1/1/2013 0:17,1/1/2013 0:18,1,108,0.7,-73.954666,40.773888,-73.961426,40.764889
2013001955,2013001952,CMT,1,N,1/1/2013 0:17,1/1/2013 0:29,1,711,4.4,-73.999962,40.76149,-73.94986,40.785362
2013001605,2013001602,CMT,1,N,1/1/2013 0:17,1/1/2013 0:17,1,36,0.1,-73.957047,40.687893,-73.954987,40.688438
2013001336,2013001333,CMT,1,N,1/1/2013 0:17,1/1/2013 0:28,1,678,1.4,-73.973022,40.758522,-73.985878,40.743847
2013005283,2013005280,CMT,1,N,1/1/2013 0:17,1/1/2013 0:27,1,633,2.4,-73.998672,40.750412,-73.993385,40.722263
2013002436,2013002433,CMT,1,N,1/1/2013 0:17,1/1/2013 0:22,1,309,1.9,-73.963196,40.762379,-73.977989,40.739101
2013000199,2013000199,CMT,1,N,1/1/2013 0:17,1/1/2013 0:27,2,611,2.2,-73.984215,40.780571,-73.95414,40.778843
2013005284,2013005281,CMT,1,N,1/1/2013 0:17,1/1/2013 0:22,1,340,1.9,-73.969269,40.753826,-73.989799,40.734428
2013002791,2013002788,CMT,1,N,1/1/2013 0:17,1/1/2013 0:30,1,815,4,-74.007141,40.715885,-73.994888,40.769104
2013002671,2013002668,CMT,1,N,1/1/2013 0:17,1/1/2013 0:19,1,144,0.6,-73.970367,40.78915,-73.964661,40.792698
2013001666,2013001663,CMT,1,N,1/1/2013 0:17,1/1/2013 0:25,1,521,3.2,-73.967972,40.760487,-73.957077,40.734253
2013005285,2013005282,CMT,1,N,1/1/2013 0:17,1/1/2013 0:38,4,1303,7,-74.010223,40.718922,-73.955894,40.787682
2013005286,2013005283,CMT,1,N,1/1/2013 0:17,1/1/2013 0:34,1,1027,2.9,-73.98011,40.780716,-73.975807,40.749622
2013005287,2013005284,CMT,1,N,1/1/2013 0:17,1/1/2013 0:34,4,1016,5.1,-74.001617,40.730618,-73.95195,40.729286
2013000178,2013000178,CMT,1,N,1/1/2013 0:17,1/1/2013 0:23,2,358,1.4,-73.992813,40.767696,-73.979797,40.786243
2013005288,2013005285,CMT,1,N,1/1/2013 0:17,1/1/2013 0:42,1,1538,3.6,0,0,0,0
2013005289,2013005286,CMT,1,N,1/1/2013 0:17,1/1/2013 0:23,2,394,1,-73.978966,40.750935,-73.990288,40.743443
2013005290,2013005287,CMT,1,N,1/1/2013 0:17,1/1/2013 0:22,1,326,1.4,-73.953583,40.775368,-73.967751,40.760452
2013005291,2013005288,CMT,1,N,1/1/2013 0:17,1/1/2013 0:34,2,1066,3.2,-73.988068,40.728706,-74.000969,40.761562
2013005292,2013005289,CMT,1,N,1/1/2013 0:17,1/1/2013 0:27,1,607,2.2,-73.985359,40.731976,-74.010704,40.71629
2013005293,2013005290,CMT,1,N,1/1/2013 0:17,1/1/2013 0:33,1,962,3.5,-73.946236,40.783947,-73.985046,40.766747
2013005294,2013005291,CMT,1,N,1/1/2013 0:17,1/1/2013 0:26,1,560,1.9,-74.005035,40.740856,-74.005211,40.717438
2013005295,2013005292,CMT,1,N,1/1/2013 0:17,1/1/2013 0:24,1,455,1.8,-73.997391,40.754391,-73.988853,40.736717
2013005296,2013005293,CMT,1,N,1/1/2013 0:17,1/1/2013 0:30,2,784,3.5,-73.992393,40.741169,-74.01664,40.711086
2013005297,2013005294,CMT,1,N,1/1/2013 0:17,1/1/2013 0:26,1,579,1.5,-73.996796,40.765106,-73.994789,40.750263
2013005298,2013005295,CMT,1,N,1/1/2013 0:17,1/1/2013 0:26,4,572,1.8,-74.001587,40.741001,-73.992928,40.763309
2013005299,2013005296,CMT,1,N,1/1/2013 0:17,1/1/2013 0:27,2,614,2,-73.979149,40.777256,-73.957924,40.782154
2013005300,2013005297,CMT,1,N,1/1/2013 0:17,1/1/2013 0:20,3,189,0.8,-73.977867,40.684761,-73.984268,40.681126
2013005301,2013005298,CMT,1,N,1/1/2013 0:17,1/1/2013 0:26,1,572,2.6,-73.993103,40.739777,-74.007416,40.711555
2013000697,2013000694,CMT,1,N,1/1/2013 0:17,1/1/2013 0:20,4,199,0.5,-73.992882,40.737305,-73.994034,40.731312
2013005302,2013005299,CMT,1,N,1/1/2013 0:17,1/1/2013 0:31,2,845,2.3,-74.004227,40.742668,-73.987518,40.764515
2013005303,2013005300,CMT,1,N,1/1/2013 0:17,1/1/2013 0:31,2,855,8.7,-73.950142,40.780106,-73.991547,40.698555
2013005304,2013005301,CMT,1,N,1/1/2013 0:17,1/1/2013 0:25,1,516,1.6,-73.977554,40.752113,-73.990692,40.736637
2013005305,2013005302,CMT,1,N,1/1/2013 0:17,1/1/2013 1:09,2,3121,4.2,-73.982269,40.771641,-73.985771,40.746727
2013005306,2013005303,CMT,1,N,1/1/2013 0:17,1/1/2013 0:28,2,649,1.9,0,0,0,0
2013005307,2013005304,CMT,1,N,1/1/2013 0:17,1/1/2013 0:26,1,575,2.2,-73.979187,40.748688,-73.993393,40.724659
2013005308,2013005305,CMT,1,N,1/1/2013 0:17,1/1/2013 0:22,1,315,0.8,-73.977127,40.751915,-73.98101,40.741863
2013002008,2013002005,CMT,1,N,1/1/2013 0:17,1/1/2013 0:28,1,654,3.5,-73.988686,40.722694,-73.962921,40.766724
2013001359,2013001356,CMT,1,N,1/1/2013 0:17,1/1/2013 0:25,2,470,1.9,-73.997459,40.741837,-74.002853,40.760498
2013005309,2013005306,CMT,1,N,1/1/2013 0:17,1/1/2013 0:35,1,1083,4.2,-74.00399,40.738029,-73.959175,40.767899
2013005310,2013005307,CMT,1,N,1/1/2013 0:17,1/1/2013 0:22,1,328,1.1,-74.001556,40.719761,-74.013687,40.708324
2013005311,2013005308,CMT,1,N,1/1/2013 0:17,1/1/2013 0:28,1,678,1.5,-73.995018,40.740032,-73.978226,40.751987
2013005312,2013005309,CMT,1,N,1/1/2013 0:17,1/1/2013 0:22,2,340,1.1,-73.981339,40.784344,-73.982964,40.771645
2013005313,2013005310,CMT,1,N,1/1/2013 0:17,1/1/2013 0:25,1,502,2.1,-74.007423,40.715546,-73.985298,40.732525
2013000218,2013000218,CMT,1,N,1/1/2013 0:17,1/1/2013 0:35,1,1117,2.8,-73.9785,40.756897,-73.977737,40.725945
2013005314,2013005311,CMT,1,N,1/1/2013 0:17,1/1/2013 0:52,1,2096,8.7,-73.991638,40.75985,-73.904877,40.815346
2013003472,2013003468,CMT,1,N,1/1/2013 0:17,1/1/2013 0:23,3,372,1.3,-73.987671,40.729362,-73.981667,40.746983
2013005315,2013005312,CMT,1,N,1/1/2013 0:17,1/1/2013 0:38,1,1278,11.4,-73.972092,40.763588,-73.867035,40.85239
2013005316,2013005313,CMT,1,N,1/1/2013 0:17,1/1/2013 0:23,1,348,1.1,-73.968102,40.801285,-73.966896,40.789398
2013004265,2013004262,CMT,1,N,1/1/2013 0:17,1/1/2013 0:33,2,974,4.6,-74.003922,40.725658,-73.983788,40.777805
2013005317,2013005314,CMT,1,N,1/1/2013 0:17,1/1/2013 0:28,1,691,2.5,-73.989372,40.747913,-74.005035,40.719139
2013005318,2013005315,CMT,1,N,1/1/2013 0:17,1/1/2013 0:29,1,747,3.8,-73.96051,40.761665,-73.947334,40.804417
2013005319,2013005316,CMT,1,N,1/1/2013 0:17,1/1/2013 0:35,1,1116,4.1,-73.97937,40.787041,-73.979019,40.786858
2013002799,2013002796,CMT,1,N,1/1/2013 0:17,1/1/2013 0:25,1,517,2.2,-73.964439,40.764191,-73.976326,40.781021
