eventdate,deviceid,driverid,class
2015-05-03T00:00:00,testdevice,10,1
2015-05-04T00:00:00,testdevice,1,7
2015-05-04T00:00:00,testdevice,2,2
2015-05-04T00:00:00,testdevice,3,3
2015-05-04T00:00:00,testdevice,4,7
2015-05-04T00:00:00,testdevice,5,1
2015-05-04T00:00:00,testdevice,6,9
2015-05-04T00:00:00,testdevice,7,1
2015-05-04T00:00:00,testdevice,8,1
2015-05-04T00:00:00,testdevice,9,9
2015-05-04T00:00:00,testdevice,10,1
2015-05-05T00:00:00,testdevice,1,7
2015-05-05T00:00:00,testdevice,2,2
2015-05-05T00:00:00,testdevice,3,3
2015-05-05T00:00:00,testdevice,4,7
2015-05-05T00:00:00,testdevice,5,1
2015-05-05T00:00:00,testdevice,6,9
2015-05-05T00:00:00,testdevice,7,1
2015-05-05T00:00:00,testdevice,8,1
2015-05-05T00:00:00,testdevice,9,9
2015-05-05T00:00:00,testdevice,10,1
2015-05-06T00:00:00,testdevice,1,7
2015-05-06T00:00:00,testdevice,2,2
2015-05-06T00:00:00,testdevice,3,3
2015-05-06T00:00:00,testdevice,4,7
2015-05-06T00:00:00,testdevice,5,1
2015-05-06T00:00:00,testdevice,6,9
2015-05-06T00:00:00,testdevice,7,1
2015-05-06T00:00:00,testdevice,8,1
2015-05-06T00:00:00,testdevice,9,9
2015-05-06T00:00:00,testdevice,10,1
2015-05-07T00:00:00,testdevice,1,7
2015-05-07T00:00:00,testdevice,2,2
2015-05-07T00:00:00,testdevice,3,3
2015-05-07T00:00:00,testdevice,4,7
2015-05-07T00:00:00,testdevice,5,1
2015-05-07T00:00:00,testdevice,6,9
2015-05-07T00:00:00,testdevice,7,1
2015-05-07T00:00:00,testdevice,8,1
2015-05-07T00:00:00,testdevice,9,9
2015-05-07T00:00:00,testdevice,10,1
2015-05-08T00:00:00,testdevice,1,7
2015-05-08T00:00:00,testdevice,2,2
2015-05-08T00:00:00,testdevice,3,3
2015-05-08T00:00:00,testdevice,4,7
2015-05-08T00:00:00,testdevice,5,1
2015-05-08T00:00:00,testdevice,6,9
2015-05-08T00:00:00,testdevice,7,1
2015-05-08T00:00:00,testdevice,8,1
2015-05-08T00:00:00,testdevice,9,9
2015-05-08T00:00:00,testdevice,10,1
2015-05-09T00:00:00,testdevice,1,7
2015-05-09T00:00:00,testdevice,2,2
2015-05-09T00:00:00,testdevice,3,3
2015-05-09T00:00:00,testdevice,4,7
2015-05-09T00:00:00,testdevice,5,1
2015-05-09T00:00:00,testdevice,6,9
2015-05-09T00:00:00,testdevice,7,1
2015-05-09T00:00:00,testdevice,8,1
2015-05-09T00:00:00,testdevice,9,9
2015-05-09T00:00:00,testdevice,10,1
2015-05-10T00:00:00,testdevice,1,7
2015-05-10T00:00:00,testdevice,2,2
2015-05-10T00:00:00,testdevice,3,3
2015-05-10T00:00:00,testdevice,4,7
2015-05-10T00:00:00,testdevice,5,1
2015-05-10T00:00:00,testdevice,6,9
2015-05-10T00:00:00,testdevice,7,1
2015-05-10T00:00:00,testdevice,8,1
2015-05-10T00:00:00,testdevice,9,9
2015-05-10T00:00:00,testdevice,10,1
2015-05-11T00:00:00,testdevice,1,7
2015-05-11T00:00:00,testdevice,2,2
2015-05-11T00:00:00,testdevice,3,3
2015-05-11T00:00:00,testdevice,4,7
2015-05-11T00:00:00,testdevice,5,1
2015-05-11T00:00:00,testdevice,6,9
2015-05-11T00:00:00,testdevice,7,1
2015-05-11T00:00:00,testdevice,8,1
2015-05-11T00:00:00,testdevice,9,9
2015-05-11T00:00:00,testdevice,10,1
2015-05-12T00:00:00,testdevice,1,7
2015-05-12T00:00:00,testdevice,2,2
2015-05-12T00:00:00,testdevice,3,3
2015-05-12T00:00:00,testdevice,4,7
2015-05-12T00:00:00,testdevice,5,1
2015-05-12T00:00:00,testdevice,6,9
2015-05-12T00:00:00,testdevice,7,1
2015-05-12T00:00:00,testdevice,8,1
2015-05-12T00:00:00,testdevice,9,9
2015-05-12T00:00:00,testdevice,10,1
2015-05-13T00:00:00,testdevice,1,7
2015-05-13T00:00:00,testdevice,2,2
2015-05-13T00:00:00,testdevice,3,3
2015-05-13T00:00:00,testdevice,4,7
2015-05-13T00:00:00,testdevice,5,1
2015-05-13T00:00:00,testdevice,6,9
2015-05-13T00:00:00,testdevice,7,1
2015-05-13T00:00:00,testdevice,8,1
2015-05-13T00:00:00,testdevice,9,9
2015-05-13T00:00:00,testdevice,10,1
2015-05-14T00:00:00,testdevice,1,7
2015-05-14T00:00:00,testdevice,2,2
2015-05-14T00:00:00,testdevice,3,3
2015-05-14T00:00:00,testdevice,4,7
2015-05-14T00:00:00,testdevice,5,1
2015-05-14T00:00:00,testdevice,6,9
2015-05-14T00:00:00,testdevice,7,1
2015-05-14T00:00:00,testdevice,8,1
2015-05-14T00:00:00,testdevice,9,9
2015-05-14T00:00:00,testdevice,10,1
2015-05-15T00:00:00,testdevice,1,7
2015-05-15T00:00:00,testdevice,2,2
2015-05-15T00:00:00,testdevice,3,3
2015-05-15T00:00:00,testdevice,4,7
2015-05-15T00:00:00,testdevice,5,1
2015-05-15T00:00:00,testdevice,6,9
2015-05-15T00:00:00,testdevice,7,1
2015-05-15T00:00:00,testdevice,8,1
2015-05-15T00:00:00,testdevice,9,9
2015-05-15T00:00:00,testdevice,10,1
2015-05-16T00:00:00,testdevice,1,7
2015-05-16T00:00:00,testdevice,2,2
2015-05-16T00:00:00,testdevice,3,3
2015-05-16T00:00:00,testdevice,4,7
2015-05-16T00:00:00,testdevice,5,1
2015-05-16T00:00:00,testdevice,6,9
2015-05-16T00:00:00,testdevice,7,1
2015-05-16T00:00:00,testdevice,8,1
2015-05-16T00:00:00,testdevice,9,9
2015-05-16T00:00:00,testdevice,10,1
2015-05-17T00:00:00,testdevice,1,7
2015-05-17T00:00:00,testdevice,2,2
2015-05-17T00:00:00,testdevice,3,3
2015-05-17T00:00:00,testdevice,4,7
2015-05-17T00:00:00,testdevice,5,1
2015-05-17T00:00:00,testdevice,6,9
2015-05-17T00:00:00,testdevice,7,1
2015-05-17T00:00:00,testdevice,8,1
2015-05-17T00:00:00,testdevice,9,9
2015-05-17T00:00:00,testdevice,10,1
2015-05-18T00:00:00,testdevice,1,7
2015-05-18T00:00:00,testdevice,2,2
2015-05-18T00:00:00,testdevice,3,3
2015-05-18T00:00:00,testdevice,4,7
2015-05-18T00:00:00,testdevice,5,1
2015-05-18T00:00:00,testdevice,6,9
2015-05-18T00:00:00,testdevice,7,1
2015-05-18T00:00:00,testdevice,8,1
2015-05-18T00:00:00,testdevice,9,9
2015-05-18T00:00:00,testdevice,10,1
2015-05-19T00:00:00,testdevice,1,7
2015-05-19T00:00:00,testdevice,2,2
2015-05-19T00:00:00,testdevice,3,3
2015-05-19T00:00:00,testdevice,4,7
2015-05-19T00:00:00,testdevice,5,1
2015-05-19T00:00:00,testdevice,6,9
2015-05-19T00:00:00,testdevice,7,1
2015-05-19T00:00:00,testdevice,8,1
2015-05-19T00:00:00,testdevice,9,9
2015-05-19T00:00:00,testdevice,10,1
2015-05-20T00:00:00,testdevice,1,7
2015-05-20T00:00:00,testdevice,2,2
2015-05-20T00:00:00,testdevice,3,3
2015-05-20T00:00:00,testdevice,4,7
2015-05-20T00:00:00,testdevice,5,1
2015-05-20T00:00:00,testdevice,6,9
2015-05-20T00:00:00,testdevice,7,1
2015-05-20T00:00:00,testdevice,8,1
2015-05-20T00:00:00,testdevice,9,9
2015-05-20T00:00:00,testdevice,10,1
2015-05-21T00:00:00,testdevice,1,7
2015-05-21T00:00:00,testdevice,2,2
2015-05-21T00:00:00,testdevice,3,3
2015-05-21T00:00:00,testdevice,4,7
2015-05-21T00:00:00,testdevice,5,1
2015-05-21T00:00:00,testdevice,6,9
2015-05-21T00:00:00,testdevice,7,1
2015-05-21T00:00:00,testdevice,8,1
2015-05-21T00:00:00,testdevice,9,9
2015-05-21T00:00:00,testdevice,10,1
2015-05-22T00:00:00,testdevice,1,7
2015-05-22T00:00:00,testdevice,2,2
2015-05-22T00:00:00,testdevice,3,3
2015-05-22T00:00:00,testdevice,4,7
2015-05-22T00:00:00,testdevice,5,1
2015-05-22T00:00:00,testdevice,6,9
2015-05-22T00:00:00,testdevice,7,1
2015-05-22T00:00:00,testdevice,8,1
2015-05-22T00:00:00,testdevice,9,9
2015-05-22T00:00:00,testdevice,10,1
2015-05-23T00:00:00,testdevice,1,7
2015-05-23T00:00:00,testdevice,2,2
2015-05-23T00:00:00,testdevice,3,3
2015-05-23T00:00:00,testdevice,4,7
2015-05-23T00:00:00,testdevice,5,1
2015-05-23T00:00:00,testdevice,6,9
2015-05-23T00:00:00,testdevice,7,1
2015-05-23T00:00:00,testdevice,8,1
2015-05-23T00:00:00,testdevice,9,9
2015-05-23T00:00:00,testdevice,10,1
2015-05-24T00:00:00,testdevice,1,7
2015-05-24T00:00:00,testdevice,2,2
2015-05-24T00:00:00,testdevice,3,3
2015-05-24T00:00:00,testdevice,4,7
2015-05-24T00:00:00,testdevice,5,1
2015-05-24T00:00:00,testdevice,6,9
2015-05-24T00:00:00,testdevice,7,1
2015-05-24T00:00:00,testdevice,8,1
2015-05-24T00:00:00,testdevice,9,9
2015-05-24T00:00:00,testdevice,10,1
2015-05-25T00:00:00,testdevice,1,7
2015-05-25T00:00:00,testdevice,2,2
2015-05-25T00:00:00,testdevice,3,3
2015-05-25T00:00:00,testdevice,4,7
2015-05-25T00:00:00,testdevice,5,1
2015-05-25T00:00:00,testdevice,6,9
2015-05-25T00:00:00,testdevice,7,1
2015-05-25T00:00:00,testdevice,8,1
2015-05-25T00:00:00,testdevice,9,9
2015-05-25T00:00:00,testdevice,10,1
2015-05-26T00:00:00,testdevice,1,7
2015-05-26T00:00:00,testdevice,2,2
2015-05-26T00:00:00,testdevice,3,3
2015-05-26T00:00:00,testdevice,4,7
2015-05-26T00:00:00,testdevice,5,1
2015-05-26T00:00:00,testdevice,6,9
2015-05-26T00:00:00,testdevice,7,1
2015-05-26T00:00:00,testdevice,8,1
2015-05-26T00:00:00,testdevice,9,9
2015-05-26T00:00:00,testdevice,10,1
2015-05-27T00:00:00,testdevice,1,7
2015-05-27T00:00:00,testdevice,2,2
2015-05-27T00:00:00,testdevice,3,3
2015-05-27T00:00:00,testdevice,4,7
2015-05-27T00:00:00,testdevice,5,1
2015-05-27T00:00:00,testdevice,6,9
2015-05-27T00:00:00,testdevice,7,1
2015-05-27T00:00:00,testdevice,8,1
2015-05-27T00:00:00,testdevice,9,9
2015-05-27T00:00:00,testdevice,10,1
2015-05-28T00:00:00,testdevice,1,7
2015-05-28T00:00:00,testdevice,2,2
2015-05-28T00:00:00,testdevice,3,3
2015-05-28T00:00:00,testdevice,4,7
2015-05-28T00:00:00,testdevice,5,1
2015-05-28T00:00:00,testdevice,6,9
2015-05-28T00:00:00,testdevice,7,1
2015-05-28T00:00:00,testdevice,8,1
2015-05-28T00:00:00,testdevice,9,9
2015-05-28T00:00:00,testdevice,10,1
2015-05-29T00:00:00,testdevice,1,7
2015-05-29T00:00:00,testdevice,2,2
2015-05-29T00:00:00,testdevice,3,3
2015-05-29T00:00:00,testdevice,4,7
2015-05-29T00:00:00,testdevice,5,1
2015-05-29T00:00:00,testdevice,6,9
2015-05-29T00:00:00,testdevice,7,1
2015-05-29T00:00:00,testdevice,8,1
2015-05-29T00:00:00,testdevice,9,9
2015-05-29T00:00:00,testdevice,10,1
2015-05-30T00:00:00,testdevice,1,7
2015-05-30T00:00:00,testdevice,2,2
2015-05-30T00:00:00,testdevice,3,3
2015-05-30T00:00:00,testdevice,4,7
2015-05-30T00:00:00,testdevice,5,1
2015-05-30T00:00:00,testdevice,6,9
2015-05-30T00:00:00,testdevice,7,1
2015-05-30T00:00:00,testdevice,8,1
2015-05-30T00:00:00,testdevice,9,9
2015-05-30T00:00:00,testdevice,10,1
2015-05-31T00:00:00,testdevice,1,7
2015-05-31T00:00:00,testdevice,2,2
2015-05-31T00:00:00,testdevice,3,3
2015-05-31T00:00:00,testdevice,4,7
2015-05-31T00:00:00,testdevice,5,1
2015-05-31T00:00:00,testdevice,6,9
2015-05-31T00:00:00,testdevice,7,1
2015-05-31T00:00:00,testdevice,8,1
2015-05-31T00:00:00,testdevice,9,9
2015-05-31T00:00:00,testdevice,10,1
2015-06-01T00:00:00,testdevice,1,7
2015-06-01T00:00:00,testdevice,2,2
2015-06-01T00:00:00,testdevice,3,3
2015-06-01T00:00:00,testdevice,4,7
2015-06-01T00:00:00,testdevice,5,1
2015-06-01T00:00:00,testdevice,6,9
2015-06-01T00:00:00,testdevice,7,1
2015-06-01T00:00:00,testdevice,8,1
2015-06-01T00:00:00,testdevice,9,9
2015-06-01T00:00:00,testdevice,10,1
2015-06-02T00:00:00,testdevice,1,7
2015-06-02T00:00:00,testdevice,2,2
2015-06-02T00:00:00,testdevice,3,3
2015-06-02T00:00:00,testdevice,4,7
2015-06-02T00:00:00,testdevice,5,1
2015-06-02T00:00:00,testdevice,6,9
2015-06-02T00:00:00,testdevice,7,1
2015-06-02T00:00:00,testdevice,8,1
2015-06-02T00:00:00,testdevice,9,9
2015-06-02T00:00:00,testdevice,10,1
2015-06-03T00:00:00,testdevice,1,7
2015-06-03T00:00:00,testdevice,2,2
2015-06-03T00:00:00,testdevice,3,3
2015-06-03T00:00:00,testdevice,4,7
2015-06-03T00:00:00,testdevice,5,1
2015-06-03T00:00:00,testdevice,6,9
2015-06-03T00:00:00,testdevice,7,1
2015-06-03T00:00:00,testdevice,8,1
2015-06-03T00:00:00,testdevice,9,9
2015-06-03T00:00:00,testdevice,10,1
2015-06-04T00:00:00,testdevice,1,7
2015-06-04T00:00:00,testdevice,2,2
2015-06-04T00:00:00,testdevice,3,3
2015-06-04T00:00:00,testdevice,4,7
2015-06-04T00:00:00,testdevice,5,1
2015-06-04T00:00:00,testdevice,6,9
2015-06-04T00:00:00,testdevice,7,1
2015-06-04T00:00:00,testdevice,8,1
2015-06-04T00:00:00,testdevice,9,9
2015-06-04T00:00:00,testdevice,10,1
2015-06-05T00:00:00,testdevice,1,7
2015-06-05T00:00:00,testdevice,2,2
2015-06-05T00:00:00,testdevice,3,3
2015-06-05T00:00:00,testdevice,4,7
2015-06-05T00:00:00,testdevice,5,1
2015-06-05T00:00:00,testdevice,6,9
2015-06-05T00:00:00,testdevice,7,1
2015-06-05T00:00:00,testdevice,8,1
2015-06-05T00:00:00,testdevice,9,9
2015-06-05T00:00:00,testdevice,10,1
2015-06-06T00:00:00,testdevice,1,7
2015-06-06T00:00:00,testdevice,2,2
2015-06-06T00:00:00,testdevice,3,3
2015-06-06T00:00:00,testdevice,4,7
2015-06-06T00:00:00,testdevice,5,1
2015-06-06T00:00:00,testdevice,6,9
2015-06-06T00:00:00,testdevice,7,1
2015-06-06T00:00:00,testdevice,8,1
2015-06-06T00:00:00,testdevice,9,9
2015-06-06T00:00:00,testdevice,10,1
2015-06-07T00:00:00,testdevice,1,7
2015-06-07T00:00:00,testdevice,2,2
2015-06-07T00:00:00,testdevice,3,3
2015-06-07T00:00:00,testdevice,4,7
2015-06-07T00:00:00,testdevice,5,1
2015-06-07T00:00:00,testdevice,6,9
2015-06-07T00:00:00,testdevice,7,1
2015-06-07T00:00:00,testdevice,8,1
2015-06-07T00:00:00,testdevice,9,9
2015-06-07T00:00:00,testdevice,10,1
2015-06-08T00:00:00,testdevice,1,7
2015-06-08T00:00:00,testdevice,2,2
2015-06-08T00:00:00,testdevice,3,3
2015-06-08T00:00:00,testdevice,4,7
2015-06-08T00:00:00,testdevice,5,1
2015-06-08T00:00:00,testdevice,6,9
2015-06-08T00:00:00,testdevice,7,1
2015-06-08T00:00:00,testdevice,8,1
2015-06-08T00:00:00,testdevice,9,9
2015-06-08T00:00:00,testdevice,10,1
2015-06-09T00:00:00,testdevice,1,7
2015-06-09T00:00:00,testdevice,2,2
2015-06-09T00:00:00,testdevice,3,3
2015-06-09T00:00:00,testdevice,4,7
2015-06-09T00:00:00,testdevice,5,1
2015-06-09T00:00:00,testdevice,6,9
2015-06-09T00:00:00,testdevice,7,1
2015-06-09T00:00:00,testdevice,8,1
2015-06-09T00:00:00,testdevice,9,9
2015-06-09T00:00:00,testdevice,10,1
2015-06-10T00:00:00,testdevice,1,7
2015-06-10T00:00:00,testdevice,2,2
2015-06-10T00:00:00,testdevice,3,3
2015-06-10T00:00:00,testdevice,4,7
2015-06-10T00:00:00,testdevice,5,1
2015-06-10T00:00:00,testdevice,6,9
2015-06-10T00:00:00,testdevice,7,1
2015-06-10T00:00:00,testdevice,8,1
2015-06-10T00:00:00,testdevice,9,9
2015-06-10T00:00:00,testdevice,10,1
2015-06-11T00:00:00,testdevice,1,7
2015-06-11T00:00:00,testdevice,2,2
2015-06-11T00:00:00,testdevice,3,3
2015-06-11T00:00:00,testdevice,4,7
2015-06-11T00:00:00,testdevice,5,1
2015-06-11T00:00:00,testdevice,6,9
2015-06-11T00:00:00,testdevice,7,1
2015-06-11T00:00:00,testdevice,8,1
2015-06-11T00:00:00,testdevice,9,9
2015-06-11T00:00:00,testdevice,10,1
2015-06-12T00:00:00,testdevice,1,7
2015-06-12T00:00:00,testdevice,2,2
2015-06-12T00:00:00,testdevice,3,3
2015-06-12T00:00:00,testdevice,4,7
2015-06-12T00:00:00,testdevice,5,1
2015-06-12T00:00:00,testdevice,6,9
2015-06-12T00:00:00,testdevice,7,1
2015-06-12T00:00:00,testdevice,8,1
2015-06-12T00:00:00,testdevice,9,9
2015-06-12T00:00:00,testdevice,10,1
2015-06-13T00:00:00,testdevice,1,7
2015-06-13T00:00:00,testdevice,2,2
2015-06-13T00:00:00,testdevice,3,3
2015-06-13T00:00:00,testdevice,4,7
2015-06-13T00:00:00,testdevice,5,1
2015-06-13T00:00:00,testdevice,6,9
2015-06-13T00:00:00,testdevice,7,1
2015-06-13T00:00:00,testdevice,8,1
2015-06-13T00:00:00,testdevice,9,9
2015-06-13T00:00:00,testdevice,10,1
2015-06-14T00:00:00,testdevice,1,7
2015-06-14T00:00:00,testdevice,2,2
2015-06-14T00:00:00,testdevice,3,3
2015-06-14T00:00:00,testdevice,4,7
2015-06-14T00:00:00,testdevice,5,1
2015-06-14T00:00:00,testdevice,6,9
2015-06-14T00:00:00,testdevice,7,1
2015-06-14T00:00:00,testdevice,8,1
2015-06-14T00:00:00,testdevice,9,9
2015-06-14T00:00:00,testdevice,10,1
2015-06-15T00:00:00,testdevice,1,7
2015-06-15T00:00:00,testdevice,2,2
2015-06-15T00:00:00,testdevice,3,3
2015-06-15T00:00:00,testdevice,4,7
2015-06-15T00:00:00,testdevice,5,1
2015-06-15T00:00:00,testdevice,6,9
2015-06-15T00:00:00,testdevice,7,1
2015-06-15T00:00:00,testdevice,8,1
2015-06-15T00:00:00,testdevice,9,9
2015-06-15T00:00:00,testdevice,10,1
2015-06-16T00:00:00,testdevice,1,7
2015-06-16T00:00:00,testdevice,2,2
2015-06-16T00:00:00,testdevice,3,3
2015-06-16T00:00:00,testdevice,4,7
2015-06-16T00:00:00,testdevice,5,1
2015-06-16T00:00:00,testdevice,6,9
2015-06-16T00:00:00,testdevice,7,1
2015-06-16T00:00:00,testdevice,8,1
2015-06-16T00:00:00,testdevice,9,9
2015-06-16T00:00:00,testdevice,10,1
2015-06-17T00:00:00,testdevice,1,7
2015-06-17T00:00:00,testdevice,2,2
2015-06-17T00:00:00,testdevice,3,3
2015-06-17T00:00:00,testdevice,4,7
2015-06-17T00:00:00,testdevice,5,1
2015-06-17T00:00:00,testdevice,6,9
2015-06-17T00:00:00,testdevice,7,1
2015-06-17T00:00:00,testdevice,8,1
2015-06-17T00:00:00,testdevice,9,9
2015-06-17T00:00:00,testdevice,10,1
2015-06-18T00:00:00,testdevice,1,7
2015-06-18T00:00:00,testdevice,2,2
2015-06-18T00:00:00,testdevice,3,3
2015-06-18T00:00:00,testdevice,4,7
2015-06-18T00:00:00,testdevice,5,1
2015-06-18T00:00:00,testdevice,6,9
2015-06-18T00:00:00,testdevice,7,1
2015-06-18T00:00:00,testdevice,8,1
2015-06-18T00:00:00,testdevice,9,9
2015-06-18T00:00:00,testdevice,10,1
2015-06-19T00:00:00,testdevice,1,7
2015-06-19T00:00:00,testdevice,2,2
2015-06-19T00:00:00,testdevice,3,3
2015-06-19T00:00:00,testdevice,4,7
2015-06-19T00:00:00,testdevice,5,1
2015-06-19T00:00:00,testdevice,6,9
2015-06-19T00:00:00,testdevice,7,1
2015-06-19T00:00:00,testdevice,8,1
2015-06-19T00:00:00,testdevice,9,9
2015-06-19T00:00:00,testdevice,10,1
2015-06-20T00:00:00,testdevice,1,7
2015-06-20T00:00:00,testdevice,2,2
2015-06-20T00:00:00,testdevice,3,3
2015-06-20T00:00:00,testdevice,4,7
2015-06-20T00:00:00,testdevice,5,1
2015-06-20T00:00:00,testdevice,6,9
2015-06-20T00:00:00,testdevice,7,1
2015-06-20T00:00:00,testdevice,8,1
2015-06-20T00:00:00,testdevice,9,9
2015-06-20T00:00:00,testdevice,10,1
2015-06-21T00:00:00,testdevice,1,7
2015-06-21T00:00:00,testdevice,2,2
2015-06-21T00:00:00,testdevice,3,3
2015-06-21T00:00:00,testdevice,4,7
2015-06-21T00:00:00,testdevice,5,1
2015-06-21T00:00:00,testdevice,6,9
2015-06-21T00:00:00,testdevice,7,1
2015-06-21T00:00:00,testdevice,8,1
2015-06-21T00:00:00,testdevice,9,9
2015-06-21T00:00:00,testdevice,10,1
2015-06-22T00:00:00,testdevice,1,7
2015-06-22T00:00:00,testdevice,2,2
2015-06-22T00:00:00,testdevice,3,3
2015-06-22T00:00:00,testdevice,4,7
2015-06-22T00:00:00,testdevice,5,1
2015-06-22T00:00:00,testdevice,6,9
2015-06-22T00:00:00,testdevice,7,1
2015-06-22T00:00:00,testdevice,8,1
2015-06-22T00:00:00,testdevice,9,9
2015-06-22T00:00:00,testdevice,10,1
2015-06-23T00:00:00,testdevice,1,7
2015-06-23T00:00:00,testdevice,2,2
2015-06-23T00:00:00,testdevice,3,3
2015-06-23T00:00:00,testdevice,4,7
2015-06-23T00:00:00,testdevice,5,1
2015-06-23T00:00:00,testdevice,6,9
2015-06-23T00:00:00,testdevice,7,1
2015-06-23T00:00:00,testdevice,8,1
2015-06-23T00:00:00,testdevice,9,9
2015-06-23T00:00:00,testdevice,10,1
2015-06-24T00:00:00,testdevice,1,7
2015-06-24T00:00:00,testdevice,2,2
2015-06-24T00:00:00,testdevice,3,3
2015-06-24T00:00:00,testdevice,4,7
2015-06-24T00:00:00,testdevice,5,1
2015-06-24T00:00:00,testdevice,6,9
2015-06-24T00:00:00,testdevice,7,1
2015-06-24T00:00:00,testdevice,8,1
2015-06-24T00:00:00,testdevice,9,9
2015-06-24T00:00:00,testdevice,10,1
2015-06-25T00:00:00,testdevice,1,7
2015-06-25T00:00:00,testdevice,2,2
2015-06-25T00:00:00,testdevice,3,3
2015-06-25T00:00:00,testdevice,4,7
2015-06-25T00:00:00,testdevice,5,1
2015-06-25T00:00:00,testdevice,6,9
2015-06-25T00:00:00,testdevice,7,1
2015-06-25T00:00:00,testdevice,8,1
2015-06-25T00:00:00,testdevice,9,9
2015-06-25T00:00:00,testdevice,10,1
2015-06-26T00:00:00,testdevice,1,7
2015-06-26T00:00:00,testdevice,2,2
2015-06-26T00:00:00,testdevice,3,3
2015-06-26T00:00:00,testdevice,4,7
2015-06-26T00:00:00,testdevice,5,1
2015-06-26T00:00:00,testdevice,6,9
2015-06-26T00:00:00,testdevice,7,1
2015-06-26T00:00:00,testdevice,8,1
2015-06-26T00:00:00,testdevice,9,9
2015-06-26T00:00:00,testdevice,10,1
2015-06-27T00:00:00,testdevice,1,7
2015-06-27T00:00:00,testdevice,2,2
2015-06-27T00:00:00,testdevice,3,3
2015-06-27T00:00:00,testdevice,4,7
2015-06-27T00:00:00,testdevice,5,1
2015-06-27T00:00:00,testdevice,6,9
2015-06-27T00:00:00,testdevice,7,1
2015-06-27T00:00:00,testdevice,8,1
2015-06-27T00:00:00,testdevice,9,9
2015-06-27T00:00:00,testdevice,10,1
2015-06-28T00:00:00,testdevice,1,7
2015-06-28T00:00:00,testdevice,2,2
2015-06-28T00:00:00,testdevice,3,3
2015-06-28T00:00:00,testdevice,4,7
2015-06-28T00:00:00,testdevice,5,1
2015-06-28T00:00:00,testdevice,6,9
2015-06-28T00:00:00,testdevice,7,1
2015-06-28T00:00:00,testdevice,8,1
2015-06-28T00:00:00,testdevice,9,9
2015-06-28T00:00:00,testdevice,10,1
2015-06-29T00:00:00,testdevice,1,7
2015-06-29T00:00:00,testdevice,2,2
2015-06-29T00:00:00,testdevice,3,3
2015-06-29T00:00:00,testdevice,4,7
2015-06-29T00:00:00,testdevice,5,1
2015-06-29T00:00:00,testdevice,6,9
2015-06-29T00:00:00,testdevice,7,1
2015-06-29T00:00:00,testdevice,8,1
2015-06-29T00:00:00,testdevice,9,9
2015-06-29T00:00:00,testdevice,10,1
2015-06-30T00:00:00,testdevice,1,7
2015-06-30T00:00:00,testdevice,2,2
2015-06-30T00:00:00,testdevice,3,3
2015-06-30T00:00:00,testdevice,4,7
2015-06-30T00:00:00,testdevice,5,1
2015-06-30T00:00:00,testdevice,6,9
2015-06-30T00:00:00,testdevice,7,1
2015-06-30T00:00:00,testdevice,8,1
2015-06-30T00:00:00,testdevice,9,9
2015-06-30T00:00:00,testdevice,10,1
2015-06-31T00:00:00,testdevice,1,7
2015-06-31T00:00:00,testdevice,2,2
2015-06-31T00:00:00,testdevice,3,3
2015-06-31T00:00:00,testdevice,4,7
2015-06-31T00:00:00,testdevice,5,1
2015-06-31T00:00:00,testdevice,6,9
2015-06-31T00:00:00,testdevice,7,1
2015-06-31T00:00:00,testdevice,8,1
2015-06-31T00:00:00,testdevice,9,9
2015-06-31T00:00:00,testdevice,10,1
2015-07-01T00:00:00,testdevice,1,7
2015-07-01T00:00:00,testdevice,2,2
2015-07-01T00:00:00,testdevice,3,3
2015-07-01T00:00:00,testdevice,4,7
2015-07-01T00:00:00,testdevice,5,1
2015-07-01T00:00:00,testdevice,6,9
2015-07-01T00:00:00,testdevice,7,1
2015-07-01T00:00:00,testdevice,8,1
2015-07-01T00:00:00,testdevice,9,9
2015-07-01T00:00:00,testdevice,10,1
2015-07-02T00:00:00,testdevice,1,7
2015-07-02T00:00:00,testdevice,2,2
2015-07-02T00:00:00,testdevice,3,3
2015-07-02T00:00:00,testdevice,4,7
2015-07-02T00:00:00,testdevice,5,1
2015-07-02T00:00:00,testdevice,6,9
2015-07-02T00:00:00,testdevice,7,1
2015-07-02T00:00:00,testdevice,8,1
2015-07-02T00:00:00,testdevice,9,9
2015-07-02T00:00:00,testdevice,10,1
2015-07-03T00:00:00,testdevice,1,7
2015-07-03T00:00:00,testdevice,2,2
2015-07-03T00:00:00,testdevice,3,3
2015-07-03T00:00:00,testdevice,4,7
2015-07-03T00:00:00,testdevice,5,1
2015-07-03T00:00:00,testdevice,6,9
2015-07-03T00:00:00,testdevice,7,1
2015-07-03T00:00:00,testdevice,8,1
2015-07-03T00:00:00,testdevice,9,9
2015-07-03T00:00:00,testdevice,10,1
2015-07-04T00:00:00,testdevice,1,7
2015-07-04T00:00:00,testdevice,2,2
2015-07-04T00:00:00,testdevice,3,3
2015-07-04T00:00:00,testdevice,4,7
2015-07-04T00:00:00,testdevice,5,1
2015-07-04T00:00:00,testdevice,6,9
2015-07-04T00:00:00,testdevice,7,1
2015-07-04T00:00:00,testdevice,8,1
2015-07-04T00:00:00,testdevice,9,9
2015-07-04T00:00:00,testdevice,10,1
2015-07-05T00:00:00,testdevice,1,7
2015-07-05T00:00:00,testdevice,2,2
2015-07-05T00:00:00,testdevice,3,3
2015-07-05T00:00:00,testdevice,4,7
